id,name,institution,department,departmentId,imageUrl,hIndex,i10Index,publications,citations,bio,researchInterests,domain,iitornit
amol_deshmukh,Amol Deshmukh,National Institute of Technology (NIT) Nagpur,"Professor, NIT Nagpur","professor,_nit_nagpur",,23,55,0,1699,Professor at National Institute of Technology (NIT) Nagpur specializing in Human-Computer Interaction.,"Human-Computer Interaction, Assistive Technologies",Other,nit
arnab_k._basu,Arnab K. Basu,Cornell University,"Charles H. Dyson School of Applied Economics and Management, Cornell university, Ithaca, NY 14850.","charles_h._dyson_school_of_applied_economics_and_management,_cornell_university,_ithaca,_ny_14850.",,22,35,0,1861,Professor at Cornell University specializing in Development Economics.,"Development Economics, Applied Microeconomics",Business Management,na
"ashish_ranjan_sharma,_ph.d.","Ashish Ranjan Sharma, Ph.D.",Hallym University,"Institute of Skeletal Ageing & Orthopedic Surgery, Hallym University, South Korea","institute_of_skeletal_ageing_&_orthopedic_surgery,_hallym_university,_south_korea",,47,113,0,9604,Professor at Hallym University specializing in Skeletal Ageing.,"Skeletal Ageing, Orthopedic Surgery",Medical Sciences,na
atul_dixit,Atul Dixit,Tulane University,Tulane University,tulane_university,,18,35,0,924,Professor at Tulane University specializing in Number Theory.,"Number Theory, Analytic Number Theory",Other,na
avijit_ghosh,Avijit Ghosh,Dayra,Dayra,dayra,,50,280,0,10733,Professor at Dayra specializing in Artificial Intelligence.,"Artificial Intelligence, Data Science",Computer Science,na
ayaskanta_sahu,Ayaskanta Sahu,New York University,New York University,new_york_university,,25,31,0,2424,Professor at New York University specializing in Materials Science.,"Materials Science, Nanotechnology",Mechanical Engineering,na
aravindha_babu,Aravindha Babu,Bharath University,Professor sree balaji dental college and hospital. Bharath university chennai.,professor_sree_balaji_dental_college_and_hospital._bharath_university_chennai.,,19,30,0,1464,Professor at Bharath University specializing in Dental Materials.,"Dental Materials, Oral Pathology",Computer Science,na
bhaskar_dasgupta,Bhaskar Dasgupta,Southend University,"Consultant Rheumatologist, Southend University","consultant_rheumatologist,_southend_university",,69,182,0,24069,Professor at Southend University specializing in Rheumatology.,"Rheumatology, Autoimmune Diseases",Other,na
debasis_mitra,Debasis Mitra,Columbia University,electrical,electrical,,68,224,0,18700,Professor at Columbia University specializing in Network Algorithms.,"Network Algorithms, Resource Allocation",Other,na
dhiren_patel,Dhiren Patel,NIT Surat,"NIT Surat, India","nit_surat,_india",,29,61,0,5012,Professor at NIT Surat specializing in Structural Engineering.,"Structural Engineering, Earthquake Engineering",Civil Engineering,na
dipti_srinivasan,Dipti Srinivasan,National University of Singapore,"IEEE Fellow;  Professor, National University of","ieee_fellow;__professor,_national_university_of",,90,308,0,27133,Professor at National University of Singapore specializing in Power Systems.,"Power Systems, Renewable Energy Integration",Electrical Engineering,na
girish_dalvi,Girish Dalvi,Indian Institute of Technology Bombay,Indian Institute of Technology Bombay,indian_institute_of_technology_bombay,,7,5,0,158,Professor at Indian Institute of Technology Bombay specializing in Human-Computer Interaction.,"Human-Computer Interaction, Design Education",Other,iit
guhan_jayaraman,Guhan Jayaraman,Indian Institute of Technology Madras,"Professor of Biotechnology, IIT Madras Chennai","professor_of_biotechnology,_iit_madras_chennai",,26,35,0,1618,Professor at Indian Institute of Technology Madras specializing in Biotechnology.,"Biotechnology, Protein Engineering",Computer Science,iit
himadri_pakrasi,Himadri Pakrasi,Washington University in St. Louis,Washington University in St. Louis,washington_university_in_st._louis,,78,209,0,17865,Professor at Washington University in St. Louis specializing in Photosynthesis.,"Photosynthesis, Cyanobacteria",Other,na
dr_indumathi_t,Dr Indumathi T,Postdoctoral Researcher,Postdoctoral Researcher,postdoctoral_researcher,,14,17,0,404,Professor at Postdoctoral Researcher specializing in Quantum Computing.,"Quantum Computing, Nanotechnology",Physics,na
ishwar_k._puri,Ishwar K. Puri,University of Southern California,"Professor, Viterbi School of Engineering, University of Southern California","professor,_viterbi_school_of_engineering,_university_of_southern_california",,58,183,0,10119,Professor at University of Southern California specializing in Energy Systems.,"Energy Systems, Fluid Dynamics",Mechanical Engineering,na
kaustav_chatterjee,Kaustav Chatterjee,Indian Institute of Technology Roorkee,"Assistant Professor, Indian Institute of Technology Roorkee","assistant_professor,_indian_institute_of_technology_roorkee",,13,20,0,665,Professor at Indian Institute of Technology Roorkee specializing in Fluid Mechanics.,"Fluid Mechanics, Heat Transfer",Other,iit
manish_k._tiwari,Manish K. Tiwari,University College London,University College London,university_college_london,,39,89,0,6885,Professor at University College London specializing in Microfluidics.,"Microfluidics, Nanotechnology",Other,na
markus_kraft,Markus Kraft,University of Cambridge,"University of Cambridge, MIT","university_of_cambridge,_mit",,76,330,0,21879,Professor at University of Cambridge specializing in Combustion Chemistry.,"Combustion Chemistry, Computational Modelling",Computer Science,na
milind_tambe,Milind Tambe,Harvard University,Professor & Director CRCS Center  @Harvard; Director AI for Social Good @Google Research,professor_&_director_crcs_center__@harvard;_director_ai_for_social_good_@google_research,,97,457,0,40277,Professor at Harvard University specializing in Artificial Intelligence.,"Artificial Intelligence, Social Impact of AI",Computer Science,na
mukesh_prasad,Mukesh Prasad,University of Technology Sydney,University of Technology Sydney,university_of_technology_sydney,,40,115,0,8347,Professor at University of Technology Sydney specializing in Artificial Intelligence.,"Artificial Intelligence, Data Science",Computer Science,na
narendra_dixit,Narendra Dixit,Indian Institute of Science,medicine,medicine,,33,66,0,3514,Professor at Indian Institute of Science specializing in Systems Biology.,"Systems Biology, Synthetic Biology",Medical Sciences,na
niladri_s._chatterji,Niladri S. Chatterji,Stanford University,"Postdoctoral Researcher, Department of Computer Science, Stanford University","postdoctoral_researcher,_department_of_computer_science,_stanford_university",,24,28,0,10961,Professor at Stanford University specializing in Artificial Intelligence.,"Artificial Intelligence, Data Science",Computer Science,na
niranjan_damle,Niranjan Damle,Indian Institute of Technology Bombay,physics,physics,,2,0,0,7,Professor at Indian Institute of Technology Bombay specializing in Quantum Computing.,"Quantum Computing, Theoretical Physics",Physics,iit
dr._nishant_saurabh,Dr. Nishant Saurabh,Utrecht University,"Assistant Professor, Utrecht University, Netherlands.","assistant_professor,_utrecht_university,_netherlands.",,11,13,0,413,Professor at Utrecht University specializing in Climate Modeling.,"Climate Modeling, Atmospheric Chemistry",Other,na
dr._pankaj_singh,Dr. Pankaj Singh,Dr. Rammanohar Lohia Avadh University,"Department of Biotechnology, Dr. Rammanohar Lohia Avadh University, Ayodhya, UP, India","department_of_biotechnology,_dr._rammanohar_lohia_avadh_university,_ayodhya,_up,_india",,21,52,0,1989,Professor at Dr. Rammanohar Lohia Avadh University specializing in Biotechnology.,"Biotechnology, Microbial Genetics",Medical Sciences,na
partha_bhattacharyya,Partha Bhattacharyya,Indian Institute of Engineering Science and Technology (IIEST),"Associate Professor,Dept. of Electronics and Telecommunication Engineering,IIEST,Shibpur,India","associate_professor,dept._of_electronics_and_telecommunication_engineering,iiest,shibpur,india",,35,79,0,4728,Professor at Indian Institute of Engineering Science and Technology (IIEST) specializing in Electronics and Telecommunication Engineering.,"Electronics and Telecommunication Engineering, Signal Processing",Electrical Engineering,na
parthasarathi_das__frsc,Parthasarathi Das  FRSC,Indian Institute of Technology (ISM) Dhanbad,Indian Institute of Technology (ISM) Dhanbad,indian_institute_of_technology_(ism)_dhanbad,,29,66,0,2244,Professor at Indian Institute of Technology (ISM) Dhanbad specializing in Organic Chemistry.,"Organic Chemistry, Materials Chemistry",Other,iit
pradip_kumar_chatterjee,Pradip Kumar Chatterjee,CSIR Central Mechanical Engineering Research Institute,mechanical,mechanical,,44,138,0,8309,Professor at CSIR Central Mechanical Engineering Research Institute specializing in Mechanical Engineering.,"Mechanical Engineering, Tribology",Mechanical Engineering,na
prashant_k_jain,Prashant K Jain,University of Illinois Urbana-Champaign,"G. L. Clark Professor of Physical Chemistry, University of Illinois Urbana-Champaign","g._l._clark_professor_of_physical_chemistry,_university_of_illinois_urbana-champaign",,59,101,0,34710,Professor at University of Illinois Urbana-Champaign specializing in Nanoscale Optics.,"Nanoscale Optics, Energy Conversion",Computer Science,na
jaya_preethi_mohan,Jaya Preethi Mohan,University of North Dakota,Univeristy of North Dakota,univeristy_of_north_dakota,,3,1,0,40,Professor at University of North Dakota specializing in Biomedical Engineering.,"Biomedical Engineering, Nanotechnology",Medical Sciences,na
prerna_tripathi,PRERNA TRIPATHI,Research Scholar,research scholar,research_scholar,,1,0,0,9,Professor at Research Scholar specializing in Artificial Intelligence.,"Artificial Intelligence, Data Science",Computer Science,na
rajat_mittal,Rajat Mittal,Johns Hopkins University,Johns Hopkins University,johns_hopkins_university,,76,222,0,26264,Professor at Johns Hopkins University specializing in Computer Science.,"Computer Science, Data Privacy",Computer Science,na
rajiv_kumar,rajiv kumar,Indian Institute of Technology (IIT) Delhi,assistant professor of mechanical engineering,assistant_professor_of_mechanical_engineering,,96,568,0,49285,Professor at Indian Institute of Technology (IIT) Delhi specializing in Thermal Engineering.,"Thermal Engineering, Fluid Mechanics",Mechanical Engineering,iit
ramesh_p._singh,Ramesh P. Singh,Chapman University,Chapman university,chapman_university,,65,206,0,15829,Professor at Chapman University specializing in Remote Sensing.,"Remote Sensing, Environmental Monitoring",Other,na
rishikesh_narayanan,Rishikesh Narayanan,Indian Institute of Science,"Professor, Molecular Biophysics Unit, Indian Institute of Science, Bangalore","professor,_molecular_biophysics_unit,_indian_institute_of_science,_bangalore",,28,49,0,2280,Professor at Indian Institute of Science specializing in Neuroscience.,"Neuroscience, Ion Channel Biophysics",Physics,na
rohit_gupta,Rohit Gupta,MedGenome,"Chief Information Officer, MedGenome","chief_information_officer,_medgenome",,54,328,0,34769,Professor at MedGenome specializing in Genomics.,"Genomics, Bioinformatics",Computer Science,na
rudra_pratap,Rudra Pratap,Plaksha University,"Vice-Chancellor, Plaksha University, Mohali, Punjab;  Professor at CeNSE, IISc, Bangalore","vice-chancellor,_plaksha_university,_mohali,_punjab;__professor_at_cense,_iisc,_bangalore",,34,80,0,4395,Professor at Plaksha University specializing in Microelectromechanical Systems (MEMS).,"Microelectromechanical Systems (MEMS), Nanotechnology",Other,na
rupesh_jayaram_patil,Rupesh Jayaram Patil,The University of Queensland,The University of Queensland,the_university_of_queensland,,13,14,0,394,Professor at The University of Queensland specializing in Biomedical Engineering.,"Biomedical Engineering, Tissue Engineering",Medical Sciences,na
sanjay_mahajan,Sanjay Mahajan,Indira Gandhi Medical College (IGMC),principal-igmc-hp@gov.in,principal-igmc-hp@gov.in,,21,33,0,2108,Professor at Indira Gandhi Medical College (IGMC) specializing in Public Health.,"Public Health, Epidemiology",Medical Sciences,na
dr._saravanan_muthupandian,Dr. Saravanan Muthupandian,University of Texas at Austin,medicine,medicine,,80,208,0,50701,Professor at University of Texas at Austin specializing in Nanomedicine.,"Nanomedicine, Advanced Materials Research",Medical Sciences,na
saritha_krishna,Saritha Krishna,University of California San Francisco Medical Center,University of California San Francisco Medical Center,university_of_california_san_francisco_medical_center,,14,15,0,801,Professor at University of California San Francisco Medical Center specializing in Cancer Biology.,"Cancer Biology, Immunotherapy",Medical Sciences,na
dr_saurav_dixit,Dr Saurav Dixit,Khalifa University,"Khalifa University, Abu Dhabi, UAE","khalifa_university,_abu_dhabi,_uae",,39,96,0,4609,Professor at Khalifa University specializing in Renewable Energy.,"Renewable Energy, Energy Storage Systems",Other,na
sayandev_mukherjee,Sayandev Mukherjee,Principal Architect,Principal Architect,principal_architect,,33,56,0,6067,Professor at Principal Architect specializing in Wireless Communication.,"Wireless Communication, Signal Processing",Electrical Engineering,na
shahadat_uddin,Shahadat Uddin,The University of Sydney,The University of Sydney,the_university_of_sydney,,39,105,0,7411,Professor at The University of Sydney specializing in Network Science.,"Network Science, Health Informatics",Medical Sciences,na
shankar_subramaniam,Shankar Subramaniam,University of California San Diego,University of California San Diego,university_of_california_san_diego,,93,280,0,59156,Professor at University of California San Diego specializing in Bioinformatics.,"Bioinformatics, Systems Biology",Computer Science,na
shriram_krishnamurthi,Shriram Krishnamurthi,Brown University,"Professor of Computer Science, Brown University","professor_of_computer_science,_brown_university",,57,154,0,12194,Professor at Brown University specializing in Programming Languages.,"Programming Languages, Software Engineering",Computer Science,na
subhasis_chaudhuri,Subhasis Chaudhuri,Indian Institute of Technology Bombay,Indian Institute of Technology Bombay,indian_institute_of_technology_bombay,,51,184,0,12502,Professor at Indian Institute of Technology Bombay specializing in Image Processing.,"Image Processing, Computer Vision",Other,iit
